#Command-Line Arguments: /home/student/hpc26s60/hpc/bcast/./reprompi-dev/build/bin/mpibenchmark --msizes-list=1048576,10485760 --nrep=10 --calls-list=MPI_Bcast
#MPI calls:
#	MPI_Bcast
#Message sizes:
#	1048576
#	10485760
#@operation=MPI_BOR
#@datatype=MPI_BYTE
#@datatype_extent_bytes=1
#@datatype_size_bytes=1
#@root_proc=0
#@reproMPIcommitSHA1=d40429c283ca80d541a583f44fcb67901a13086f
#@nprocs=512
#@clock=MPI_Wtime
#@clock_tick=0.0000000010
#@clocksync=HCA3O
#@procsync=MPI_Barrier
#@runtime_type=local
#@nrep=10
                                              test       nrep        count    runtime_sec 
                                         MPI_Bcast          0      1048576   0.0108806160
                                         MPI_Bcast          1      1048576   0.0044371070
                                         MPI_Bcast          2      1048576   0.0029104200
                                         MPI_Bcast          3      1048576   0.0029132770
                                         MPI_Bcast          4      1048576   0.0028523570
                                         MPI_Bcast          5      1048576   0.0140126420
                                         MPI_Bcast          6      1048576   0.0089050940
                                         MPI_Bcast          7      1048576   0.0039337290
                                         MPI_Bcast          8      1048576   0.0029780480
                                         MPI_Bcast          9      1048576   0.0028308260
                                         MPI_Bcast          0     10485760   0.0581327060
                                         MPI_Bcast          1     10485760   0.0443292800
                                         MPI_Bcast          2     10485760   0.0272850410
                                         MPI_Bcast          3     10485760   0.0274436610
                                         MPI_Bcast          4     10485760   0.0271800320
                                         MPI_Bcast          5     10485760   0.1403468360
                                         MPI_Bcast          6     10485760   0.0271120230
                                         MPI_Bcast          7     10485760   0.0470325850
                                         MPI_Bcast          8     10485760   0.0272528100
                                         MPI_Bcast          9     10485760   0.0275014400
# Benchmark started at Sun May  3 22:22:08 2026
# Execution time: 1s
