#Command-Line Arguments: /home/student/hpc26s60/hpc/bcast/./reprompi-dev/build/bin/mpibenchmark --msizes-list=1048576,10485760 --nrep=10 --calls-list=MPI_Bcast
#MPI calls:
#	MPI_Bcast
#Message sizes:
#	1048576
#	10485760
#@operation=MPI_BOR
#@datatype=MPI_BYTE
#@datatype_extent_bytes=1
#@datatype_size_bytes=1
#@root_proc=0
#@reproMPIcommitSHA1=d40429c283ca80d541a583f44fcb67901a13086f
#@nprocs=512
#@clock=MPI_Wtime
#@clock_tick=0.0000000010
#@clocksync=HCA3O
#@procsync=MPI_Barrier
#@runtime_type=local
#@nrep=10
                                              test       nrep        count    runtime_sec 
                                         MPI_Bcast          0      1048576   0.0245599140
                                         MPI_Bcast          1      1048576   0.0177930200
                                         MPI_Bcast          2      1048576   0.0130426560
                                         MPI_Bcast          3      1048576   0.0137495890
                                         MPI_Bcast          4      1048576   0.0138811810
                                         MPI_Bcast          5      1048576   0.0021428090
                                         MPI_Bcast          6      1048576   0.0078509150
                                         MPI_Bcast          7      1048576   0.0021699210
                                         MPI_Bcast          8      1048576   0.0102590900
                                         MPI_Bcast          9      1048576   0.0017197780
                                         MPI_Bcast          0     10485760   0.1745818890
                                         MPI_Bcast          1     10485760   0.1189848990
                                         MPI_Bcast          2     10485760   0.1350749470
                                         MPI_Bcast          3     10485760   0.0311796680
                                         MPI_Bcast          4     10485760   0.0147541910
                                         MPI_Bcast          5     10485760   0.0144506890
                                         MPI_Bcast          6     10485760   0.0193173250
                                         MPI_Bcast          7     10485760   0.0478696040
                                         MPI_Bcast          8     10485760   0.0144063290
                                         MPI_Bcast          9     10485760   0.0143881040
# Benchmark started at Sun May  3 22:22:04 2026
# Execution time: 0s
